filepath,testclass,testname,assertion type,line number,assert string
task2results/qiskit-aqua-main/test/chemistry/test_driver_fcidump.py,test_driver_mo_eri_ints_ba,test_driver_mo_eri_ints_ba,assert_array_almost_equal,112,"np.testing.assert_array_almost_equal(np.absolute(self.qmolecule.mo_eri_ints_ba), np.absolute(self.mo_eri_ba), decimal=4)"
task2results/qiskit-aqua-main/test/chemistry/test_driver_fcidump.py,test_driver_mo_eri_ints_bb,test_driver_mo_eri_ints_bb,assert_array_almost_equal,122,"np.testing.assert_array_almost_equal(np.absolute(self.qmolecule.mo_eri_ints_bb), np.absolute(self.mo_eri_bb), decimal=4)"
task2results/qiskit-aqua-main/test/chemistry/circuit/library/test_vscf.py,test_bitstring,test_bitstring,assertTrue,30,"self.assertTrue(all((bitstr[::(- 1)] == np.array([True, False, True, False]))))"
task2results/qiskit-aqua-main/test/chemistry/circuit/library/test_hartree_fock.py,test_bitstring,test_bitstring,assertTrue,30,"self.assertTrue(all((bitstr[::(- 1)] == np.array([True, False]))))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_constraint.py,test_init,test_init,assertTrue,63,self.assertTrue((quadratic_program.quadratic_constraints[1].linear.to_array() == linear_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_constraint.py,test_init,test_init,assertTrue,65,self.assertTrue((quadratic_program.quadratic_constraints[1].quadratic.to_array() == quadratic_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_constraint.py,test_init,test_init,assertTrue,98,self.assertTrue((quadratic_program.quadratic_constraints[3].linear.to_array() == linear_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_constraint.py,test_init,test_init,assertTrue,100,self.assertTrue((quadratic_program.quadratic_constraints[3].quadratic.to_array() == quadratic_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_constraint.py,test_init,test_init,assertTrue,131,self.assertTrue((quadratic_program.quadratic_constraints[5].linear.to_array() == linear_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_constraint.py,test_init,test_init,assertTrue,133,self.assertTrue((quadratic_program.quadratic_constraints[5].quadratic.to_array() == quadratic_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_inequality_binary,test_inequality_binary,assert_array_almost_equal,146,"np.testing.assert_array_almost_equal(new_x, np.arange(3))"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_inequality_integer,test_inequality_integer,assert_array_almost_equal,214,"np.testing.assert_array_almost_equal(new_x, np.arange(3))"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_penalize_binary,test_penalize_binary,assert_array_almost_equal,302,"np.testing.assert_array_almost_equal(new_x, np.arange(3))"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_penalize_integer,test_penalize_integer,assert_array_almost_equal,323,"np.testing.assert_array_almost_equal(new_x, [0, 1, (- 1)])"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_binary_to_integer,test_binary_to_integer,assert_array_almost_equal,360,"np.testing.assert_array_almost_equal(new_x, [0, 1, 5])"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_ising_to_quadraticprogram_linear,test_ising_to_quadraticprogram_linear,assert_array_almost_equal,409,"np.testing.assert_array_almost_equal(quadratic.objective.linear.coefficients.toarray(), linear_matrix)"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_ising_to_quadraticprogram_linear,test_ising_to_quadraticprogram_linear,assert_array_almost_equal,412,"np.testing.assert_array_almost_equal(quadratic.objective.quadratic.coefficients.toarray(), quadratic_matrix)"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_ising_to_quadraticprogram_quadratic,test_ising_to_quadraticprogram_quadratic,assert_array_almost_equal,442,"np.testing.assert_array_almost_equal(quadratic.objective.quadratic.coefficients.toarray(), quadratic_matrix)"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_auto_penalty,test_auto_penalty,assert_array_almost_equal,488,"np.testing.assert_array_almost_equal(result.x, result_auto.x)"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_linear_equality_to_penalty_decode,test_linear_equality_to_penalty_decode,assert_array_almost_equal,524,"np.testing.assert_array_almost_equal(new_x, [1, 1, 0])"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_linear_equality_to_penalty_decode,test_linear_equality_to_penalty_decode,assert_array_almost_equal,526,"np.testing.assert_array_almost_equal(infeasible_x, [1, 1, 1])"
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_0var_range_inequality,test_0var_range_inequality,assertTrue,540,self.assertTrue(all(((l_const.sense == Constraint.Sense.EQ) for l_const in new_op.linear_constraints)))
task2results/qiskit-aqua-main/test/optimization/test_converters.py,test_0var_range_inequality,test_0var_range_inequality,assertTrue,542,self.assertTrue(all(((q_const.sense == Constraint.Sense.EQ) for q_const in new_op.quadratic_constraints)))
task2results/qiskit-aqua-main/test/optimization/test_quadratic_objective.py,test_init,test_init,assertTrue,50,self.assertTrue((quadratic_program.objective.linear.to_array() == linear_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_objective.py,test_init,test_init,assertTrue,51,self.assertTrue((quadratic_program.objective.quadratic.to_array() == quadratic_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_objective.py,test_init,test_init,assertTrue,58,self.assertTrue((quadratic_program.objective.linear.to_array() == linear_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_objective.py,test_init,test_init,assertTrue,59,self.assertTrue((quadratic_program.objective.quadratic.to_array() == quadratic_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_objective.py,test_init,test_init,assert_almost_equal,66,"np.testing.assert_almost_equal(quadratic_program.objective.evaluate_gradient(linear_coeffs), grad_values)"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_objective.py,test_setters,test_setters,assertTrue,90,self.assertTrue((quadratic_program.objective.linear.to_array() == linear_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_objective.py,test_setters,test_setters,assertTrue,91,self.assertTrue((quadratic_program.objective.quadratic.to_array() == quadratic_coeffs).all())
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertTrue,898,"self.assertTrue(q_p.is_feasible([0, 5]))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertFalse,899,"self.assertFalse(q_p.is_feasible([1, 10]))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertFalse,900,"self.assertFalse(q_p.is_feasible([1, (- 12)]))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertFalse,901,"self.assertFalse(q_p.is_feasible([1, 5]))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertFalse,902,"self.assertFalse(q_p.is_feasible([5, 0]))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertFalse,903,"self.assertFalse(q_p.is_feasible([1, 1]))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertFalse,904,"self.assertFalse(q_p.is_feasible([0, 0]))"
task2results/qiskit-aqua-main/test/optimization/test_quadratic_program.py,test_feasibility,test_feasibility,assertFalse,907,self.assertFalse(feasible)
task2results/qiskit-aqua-main/test/optimization/test_vehicle_routing.py,test_simple2,test_simple2,assert_array_almost_equal,65,"np.testing.assert_array_almost_equal(arr, (np.abs(result.eigenstate.to_matrix()) ** 2), 4)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_maximization,test_admm_maximization,assert_almost_equal,44,"np.testing.assert_almost_equal([10, 0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_maximization,test_admm_maximization,assert_almost_equal,46,"np.testing.assert_almost_equal(10, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_maximization,test_admm_maximization,assert_almost_equal,51,"np.testing.assert_almost_equal(solution.x, solution.samples[0].x)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex4,test_admm_ex4,assert_almost_equal,87,"np.testing.assert_almost_equal([1.0, 0.0, 1.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex4,test_admm_ex4,assert_almost_equal,89,"np.testing.assert_almost_equal(2.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex4_no_bin_var_in_objective,test_admm_ex4_no_bin_var_in_objective,assert_almost_equal,125,"np.testing.assert_almost_equal([1.0, 0.0, 1.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex4_no_bin_var_in_objective,test_admm_ex4_no_bin_var_in_objective,assert_almost_equal,127,"np.testing.assert_almost_equal(2.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex5,test_admm_ex5,assert_almost_equal,163,"np.testing.assert_almost_equal([1.0, 0.0, 1.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex5,test_admm_ex5,assert_almost_equal,165,"np.testing.assert_almost_equal(2.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex5_warm_start,test_admm_ex5_warm_start,assert_almost_equal,197,"np.testing.assert_almost_equal([0.0, 1.0, 0.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex5_warm_start,test_admm_ex5_warm_start,assert_almost_equal,199,"np.testing.assert_almost_equal(1.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex6,test_admm_ex6,assert_almost_equal,236,"np.testing.assert_almost_equal([1.0, 0.0, 0.0, 2.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex6,test_admm_ex6,assert_almost_equal,238,"np.testing.assert_almost_equal(1.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex6_max,test_admm_ex6_max,assert_almost_equal,272,"np.testing.assert_almost_equal([1.0, 0.0, 0.0, 2.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_admm_ex6_max,test_admm_ex6_max,assert_almost_equal,274,"np.testing.assert_almost_equal((- 1.0), solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_equality_constraints_with_continuous_variables,test_equality_constraints_with_continuous_variables,assert_almost_equal,305,"np.testing.assert_almost_equal([0.0, 1.0, 0.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_equality_constraints_with_continuous_variables,test_equality_constraints_with_continuous_variables,assert_almost_equal,307,"np.testing.assert_almost_equal(1.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_quad_constraints,test_quad_constraints,assert_almost_equal,336,"np.testing.assert_almost_equal([0.0, 1.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_quad_constraints,test_quad_constraints,assert_almost_equal,338,"np.testing.assert_almost_equal(1.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_integer_variables,test_integer_variables,assert_almost_equal,371,"np.testing.assert_almost_equal([5.0, 0.0], solution.x, 3)"
task2results/qiskit-aqua-main/test/optimization/test_admm.py,test_integer_variables,test_integer_variables,assert_almost_equal,373,"np.testing.assert_almost_equal(5.0, solution.fval, 3)"
task2results/qiskit-aqua-main/test/optimization/test_linear_constraint.py,test_init,test_init,assertTrue,55,self.assertTrue((quadratic_program.linear_constraints[1].linear.to_array() == coefficients).all())
task2results/qiskit-aqua-main/test/optimization/test_linear_constraint.py,test_init,test_init,assertTrue,83,self.assertTrue((quadratic_program.linear_constraints[3].linear.to_array() == coefficients).all())
task2results/qiskit-aqua-main/test/optimization/test_linear_constraint.py,test_init,test_init,assertTrue,110,self.assertTrue((quadratic_program.linear_constraints[5].linear.to_array() == coefficients).all())
task2results/qiskit-aqua-main/test/optimization/test_grover_optimizer.py,validate_results,validate_results,assert_array_almost_equal,52,"np.testing.assert_array_almost_equal(comp_result.x, results.x)"
task2results/qiskit-aqua-main/test/optimization/test_grover_optimizer.py,test_qubo_gas_int_zero,test_qubo_gas_int_zero,assert_array_almost_equal,70,"np.testing.assert_array_almost_equal(results.x, [0, 0])"
task2results/qiskit-aqua-main/test/optimization/test_min_eigen_optimizer.py,test_samples,test_samples,assert_array_almost_equal,183,"np.testing.assert_array_almost_equal(result.samples[0].x, [1, 0])"
